
 Lista de Imóveis da Caixa;;Data de geração:;27/10/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444408112078 ;AL ;PILAR ;CHÃ DE PILAR ; RUA EM PROJETO, N. 210, ;86.063,06;147.000,00;41.46;Casa, 0.00 de área total, 79.50 de área privativa, 127.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408112078
 8444406294519 ;AL ;PILAR ;CENTRO ;R PROJETADA, N. 0, ;52.994,64;90.000,00;41.12;Casa, 0.00 de área total, 55.46 de área privativa, 80.48 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406294519
 8444424221099 ;AL ;PILAR ;CHA DO PILAR ; RUA EM PROJETO Nº 20, N. 126,  DESMEMBRADO PARTE DOS LT 14 E15 QT AF ;98.370,70;166.000,00;40.75;Casa, 87.82 de área total, 87.82 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424221099
 8444403762422 ;AL ;PILAR ;CHÃ DE PILAR ; RUA PROJETADA, N. 77 F, LOT II ;70.592,66;118.000,00;40.18;Casa, 53.10 de área total, 53.10 de área privativa, 53.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403762422
 8555520089076 ;AL ;PILAR ;CENTRO ;RUA DO ARAME, N. 406, ;88.518,56;145.000,00;38.96;Casa, 0.00 de área total, 105.42 de área privativa, 305.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555520089076
 1444417602556 ;AL ;PILAR ;CENTRO ; RUA JOÃO GOMES DE ALMEIDA, N. 29, LT-07 QD-P ;153.592,75;241.000,00;36.27;Casa, 115.50 de área total, 115.50 de área privativa, 214.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417602556
 8444407902474 ;AL ;PILAR ;CHA DO PILAR ; RUA PROJETADA, N. 96, ;149.970,96;149.970,96;0.00;Casa, 72.00 de área total, 72.00 de área privativa, 129.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407902474
 8444408567300 ;AL ;PILAR ;CHA DO PILAR ; RUA 21, N. 212, QD AG ;145.900,00;145.900,00;0.00;Casa, 78.00 de área total, 78.00 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408567300
 8444417943866 ;AL ;PILAR ;CHÃ DE PILAR ; RUA EM PROJETO 21, N. 203, ;157.000,00;157.000,00;0.00;Casa, 91.60 de área total, 91.60 de área privativa, 171.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417943866
 8555512778950 ;AL ;PILAR ;CENTRO ; RUA EM PROJETO 22, N. 10, QD AR LT 22 ;151.000,00;151.000,00;0.00;Casa, 77.00 de área total, 77.00 de área privativa, 165.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512778950
 8555528985798 ;AL ;PILAR ;CHA DO PILAR ; RUA PROJETADA, N. SN, CS 38, TERRENO DESM RUA ANTONIO S COST ;112.000,00;112.000,00;0.00;Casa, 83.59 de área total, 83.59 de área privativa, 201.69 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555528985798
 8787700960302 ;AL ;PILAR ;CHÃ DE PILAR ; RUA BENEDITO LOPES DE GUSMÃO, N. 89, ;113.000,00;113.000,00;0.00;Casa, 63.82 de área total, 63.82 de área privativa, 125.55 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700960302
 8444409885763 ;AL ;PIRANHAS ;NOSSA SENHORA DA SAUDE ;RUA COITE DO NOIA, N. 24, ;86.687,14;142.000,00;38.96;Casa, 113.51 de área total, 113.51 de área privativa, 177.66 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409885763
 10137957 ;AL ;PORTO CALVO ;Zona Urbana ;RUA CANAAN II, N. S/N, LOTE 04 ;78.905,07;425.000,00;81.44;Gleba, 0.00 de área total, 0.00 de área privativa, 5110.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10137957
 8444418658260 ;AL ;PORTO CALVO ;CENTRO ;RUA MARIA LUIZA DE GUSMAO BARBOSA, N. SN, LT 01, QD E ;64.649,29;130.000,00;50.27;Casa, 0.00 de área total, 78.00 de área privativa, 135.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418658260
 1555521602143 ;AL ;PORTO CALVO ;CENTRO ;RUA DA ALEGRIA, N. SN, ;70.000,00;70.000,00;0.00;Casa, 0.01 de área total, 50.40 de área privativa, 80.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555521602143
 8555523503132 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;AV JOSE MANHAS, N. 35, CASA 7 A ;35.327,18;85.300,02;58.59;Casa, 0.00 de área total, 50.13 de área privativa, 50.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523503132
 8555523352452 ;AL ;RIO LARGO ;CENTRO ;AV JOSE MANHAS, N. 35, CS 6 A ;38.516,14;93.000,00;58.59;Casa, 0.00 de área total, 50.13 de área privativa, 53.81 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523352452
 8555525183305 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;AVENIDA JOSE MANHAS, N. 35, CS 11A LT 11 QD A ;43.674,91;100.224,95;56.43;Casa, 0.00 de área total, 50.13 de área privativa, 50.13 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525183305
 8555523354269 ;AL ;RIO LARGO ;CENTRO ;AVENIDA JOSE MANHAS, N. 35, CS 03 LT 03 QD A ;51.154,09;117.000,00;56.28;Casa, 0.00 de área total, 67.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523354269
 8555523680816 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSE MANHAS, N. 35, QD A CS 16 A ;44.176,22;100.000,00;55.83;Casa, 0.00 de área total, 50.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523680816
 8555526162905 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;AVENIDA JOSE MANHAS, N. 35, CS 10A LT 10 QD A ;39.758,60;90.000,00;55.83;Casa, 0.00 de área total, 54.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526162905
 8555523397650 ;AL ;RIO LARGO ;CENTRO ;AVENIDA JOSE MANHAS, N. 35, CS 05  PAV TERREO ;44.176,22;100.000,00;55.83;Casa, 0.00 de área total, 67.68 de área privativa, 67.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523397650
 8555536111858 ;AL ;RIO LARGO ;B PREFEITO ANTONIO L ;RUA JOSE MONTEIRO DE MELO, N. 83, . ;55.744,84;120.000,00;53.55;Casa, 0.00 de área total, 55.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536111858
 8555525017839 ;AL ;RIO LARGO ;CENTRO ;AVENIDA JOSE MANHAS, N. 35, . ;55.949,79;117.000,00;52.18;Casa, 0.00 de área total, 67.68 de área privativa, 67.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525017839
 8444406964891 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;RUA JOSE MANOEL MONTEIRO, N. SN, CS E ;75.006,54;136.298,86;44.97;Casa, 0.00 de área total, 59.39 de área privativa, 378.78 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406964891
 8444412153980 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA 04, N. SN, LT 37B, QD C ;76.246,82;135.000,00;43.53;Casa, 0.00 de área total, 62.62 de área privativa, 125.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412153980
 8555535295777 ;AL ;RIO LARGO ;Pref Antônio L Souza ; RUA JOSÉ MONTEIRO DE MELO, N. 73, ;63.428,30;111.000,00;42.86;Casa, 55.80 de área total, 55.80 de área privativa, 60.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535295777
 8444417941014 ;AL ;RIO LARGO ;Lourenço Albuquerque ;RUA DOUTOR EMILIO DE MAIA, N. S/N, QD C LT 13 ;70.507,67;123.000,00;42.68;Casa, 0.00 de área total, 53.58 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417941014
 8555523586488 ;AL ;RIO LARGO ;FORENE ; AV JOSÉ MANHÃS, N. 35, LT 13  QD A ;57.891,78;100.000,00;42.11;Casa, 50.13 de área total, 50.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523586488
 8555525018363 ;AL ;RIO LARGO ;FORENE ; AVENIDA JOSÉ MANHÃS, N. 35, QD A, LT 04 ;49.972,18;86.320,00;42.11;Casa, 0.00 de área total, 67.68 de área privativa, 33.82 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525018363
 8444408948044 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; VIA DE ACESSO, N. SN, LT 29 QD G ;57.891,78;100.000,00;42.11;Casa, 0.00 de área total, 47.51 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408948044
 8444413978614 ;AL ;RIO LARGO ;TABULEIRO MATA ROLO ; RUA 25, N. 21, MD-A QD-05 ;72.988,41;126.000,00;42.08;Casa, 45.28 de área total, 45.28 de área privativa, 135.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413978614
 8555523402786 ;AL ;RIO LARGO ;LOCALIZADO NA FORENE ; AVENIDA JOSE MANHAS, N. 35, 14, A14 ;77.043,32;133.000,00;42.08;Casa, 67.68 de área total, 67.68 de área privativa, 69.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523402786
 8555523354005 ;AL ;RIO LARGO ;FORENE ;R JOSE MANHAS, N. 35, CASA 4-A ;40.663,74;70.000,00;41.91;Casa, 0.00 de área total, 50.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523354005
 8555523354480 ;AL ;RIO LARGO ;LOCALIZADO NA FORENE ; AVENIDA JOSÉ MANHÃS, N. 35, CASA SOB Nº 1-A ;41.416,06;71.295,06;41.91;Casa, 54.39 de área total, 54.39 de área privativa, 54.39 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523354480
 8555525191448 ;AL ;RIO LARGO ;RIO LARGO ; AVENIDA JOSE MANHAS, N. 35, LT 5A, QD A ;40.663,74;70.000,00;41.91;Casa, 50.13 de área total, 50.13 de área privativa, 1.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525191448
 8555526304238 ;AL ;RIO LARGO ;FORENE ;AVENIDA JOSÉ MANHÃS, N. 35, QD A LT 01 ;20.912,78;36.000,00;41.91;Casa, 67.68 de área total, 67.68 de área privativa, 67.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526304238
 8555503604340 ;AL ;RIO LARGO ;CENTRO ;LT PRÓPRIO Nº 02 DA QD E, N. 02, E2 ;39.231,32;67.534,17;41.91;Casa, 42.90 de área total, 42.90 de área privativa, 42.90 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503604340
 8555523396972 ;AL ;RIO LARGO ;CENTRO ; AVENIDA JOSE MANHÃS, N. 35, UNIDADE 8-A ;37.759,19;65.000,00;41.91;Casa, 0.00 de área total, 50.13 de área privativa, 55.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523396972
 8555525355220 ;AL ;RIO LARGO ;FORENE ; AVENIDA JOSE MANHAS, N. 35, CS 08 PAV TERREO LT08 QD A ;87.819,45;150.000,00;41.46;Casa, 62.02 de área total, 62.02 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525355220
 8787701094609 ;AL ;RIO LARGO ;B PREFEITO ANTONIO L ; RUA SANTA CLARA, N. 19, LT 89/90/91 ;81.964,82;140.000,00;41.46;Casa, 96.10 de área total, 53.30 de área privativa, 53.30 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701094609
 8787701376795 ;AL ;RIO LARGO ;B PREFEITO ANTONIO L ;RUA SANTA CLARA, N. 90, CS 57, LT 89, 90, 91 ;81.964,82;140.000,00;41.46;Casa, 96.10 de área total, 53.30 de área privativa, 96.10 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701376795
 8787705464362 ;AL ;RIO LARGO ;B PREFEITO ANTONIO L ;RUA SANTA CLARA, N. 48, Apto 48, SB 48  PV SUPERIOR ;84.306,67;144.000,00;41.46;Apartamento, 92.59 de área total, 51.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705464362
 8787705833074 ;AL ;RIO LARGO ;Pref Antônio L Souza ;RUA SANTA CLARA, N. 90, CS74, LT89/90/91 ;82.550,28;141.000,00;41.46;Casa, 92.59 de área total, 51.35 de área privativa, 51.35 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705833074
 8444430473207 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; COMPONENTE DO LOTEAMENTO DENOMINADO SÃO CAETANO, N. 16, CS 03, QD G ;84.918,19;145.044,51;41.46;Casa, 57.51 de área total, 56.20 de área privativa, 57.51 de área do terreno,  2 qto(s), a.serv, WC, 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430473207
 8555525348010 ;AL ;RIO LARGO ;FORENE ; AVENIDA JOSE MANHAS, N. 35, CS 02 LT 02 QD A ;100.741,08;170.000,00;40.75;Casa, 67.68 de área total, 67.68 de área privativa, 69.19 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525348010
 8555522207742 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA DO PINTO, N. 31, QD B LT 31-LOTEAMENTO ALTO DA CACHOEIR ;98.455,05;166.142,33;40.75;Casa, 59.39 de área total, 59.39 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522207742
 8444413053513 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA 6C, N. 06, LT 06, QD C-11 ;70.459,10;117.776,75;40.18;Casa, 65.00 de área total, 65.00 de área privativa, 101.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413053513
 8444424105510 ;AL ;RIO LARGO ;MATA DO ROLO ; RUA 14A, N. 04, QD 33 LT 4 ;195.000,00;195.000,00;0.00;Casa, 70.26 de área total, 70.26 de área privativa, 135.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424105510
 1555533678638 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA EM PROJETO A, N. 01, ;212.000,00;212.000,00;0.00;Casa, 80.40 de área total, 80.40 de área privativa, 176.34 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533678638
 8555536398090 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ;R NAPOLEAO VIANA, N. SN, CS 136 ;151.972,28;151.972,28;0.00;Casa, 0.00 de área total, 46.16 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536398090
 8787704301664 ;AL ;RIO LARGO ;TABULEIRO DO PINTO ; RUA MANOEL NASCIMENTO PONTES, N. SN, Apto 201, BLOCO 14 ;141.470,62;141.470,62;0.00;Apartamento, 47.58 de área total, 47.58 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704301664
 8787703581710 ;AL ;RIO LARGO ;PREF ANTONIO LINS ; RUA SANTA CLARA, N. 34, LT 17, UND 34 ;103.745,18;84.000,00;0.00;Casa, 92.59 de área total, 51.35 de área privativa, 92.59 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703581710
 8787701488828 ;AL ;SANTANA DO IPANEMA ;SÃO VICENTE ; RUA PROJETADA, N. 40, QD E, LT 08 ;128.910,41;128.910,41;0.00;Casa, 54.81 de área total, 54.81 de área privativa, 122.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701488828
 8444418119911 ;AL ;SATUBA ;PORTAL DO RENASCER ; RUA EM PROJETO, N. 02, QD K LT 03 ;68.787,97;120.000,00;42.68;Casa, 79.24 de área total, 17.74 de área privativa, 167.26 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418119911
 8444415383103 ;AL ;SATUBA ;PORTAL DO RENASCER ; RUA EM PROJETO N, N. SN, Apto 102, 1 PAV ;89.072,08;145.906,72;38.96;Apartamento, 49.90 de área total, 49.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415383103
 8555527300775 ;AL ;SATUBA ;CENTRO ;RUA K, N. 321, ;128.000,00;128.000,00;0.00;Casa, 82.18 de área total, 68.43 de área privativa, 120.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527300775
 1555521491228 ;AL ;TEOTONIO VILELA ;CENTRO ;RUA PEDRO PEREIRA, N. 572, Apto ., . ;76.630,21;251.000,00;69.48;Comercial, 0.00 de área total, 232.00 de área privativa, 277.50 de área do terreno, a.serv, WC, 1 sala(s), 2 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555521491228
 8444402606826 ;AL ;TEOTONIO VILELA ;SEBASTIAO VILELA DOS SANTOS ;RUA JOSE FERREIRA LIMA ANTIGA RUA PROJETADA, N. 129, QD D LT 05F ;41.742,27;112.719,89;62.97;Casa, 0.00 de área total, 67.70 de área privativa, 109.20 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402606826
 8444400205778 ;AL ;TEOTONIO VILELA ;GERAIS ;RUA JOSE GABI, N. SN, QD A, LT 19 ;43.600,60;98.697,00;55.83;Casa, 0.00 de área total, 69.00 de área privativa, 147.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400205778
 8555518312510 ;AL ;TEOTONIO VILELA ;SAO JORGE ;RUA MARIA DE LURDES VIANA DE ARAUJO, N. 25, LT 22, QD L2 ;63.353,71;122.800,00;48.41;Casa, 0.00 de área total, 78.00 de área privativa, 105.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518312510
 8444405501936 ;AL ;TEOTONIO VILELA ;INHUMAS ;RUA VEREADOR GILBERTO PEREIRA, N. 531, . ;66.240,08;122.000,00;45.71;Casa, 0.00 de área total, 80.00 de área privativa, 100.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405501936
 8555517797359 ;AL ;TEOTONIO VILELA ;SAO JORGE ;RUA ODETH UMBURANA CORREIA, N. 45, QD L2, LT 06, CASA 06 ;52.840,81;96.079,12;45.01;Casa, 0.00 de área total, 78.00 de área privativa, 140.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517797359
 8555511584710 ;AL ;TEOTONIO VILELA ;DEPUTADO BENEDITO DE LIRA ;R ALBERICO CORDEIRO, N. 0, QD U, LT 03, CASA 03 ;82.316,09;148.000,00;44.39;Casa, 0.00 de área total, 96.00 de área privativa, 144.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555511584710
 8555514093440 ;AL ;TEOTONIO VILELA ;SEBASTIAO VILELA DOS SANTOS ; RUA PROJETADA, N. 09, QD D ;75.117,23;133.000,00;43.53;Casa, 0.00 de área total, 105.00 de área privativa, 133.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555514093440
