
 Lista de Imóveis da Caixa;;Data de geração:;27/10/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8555522137248 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 103 ;69.889,29;127.000,00;44.97;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522137248
 8555525677901 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 102, BL 79 ;70.439,61;128.000,00;44.97;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525677901
 8555507490080 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101,  BL 56 ;78.422,76;141.000,00;44.39;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555507490080
 8555503751289 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 204, BL 04 ;62.399,72;112.000,00;44.29;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503751289
 8555507268060 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL 97 ;59.056,89;106.000,00;44.29;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555507268060
 8555517936197 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 204, BL 69 ;61.285,44;110.000,00;44.29;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517936197
 8555525388136 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 104, BL 74 ;62.399,72;112.000,00;44.29;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525388136
 8555525563345 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL 58 ;57.942,60;104.000,00;44.29;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525563345
 8555526520488 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRAÇA, N. 1302, Apto 203, BL 04 ;61.285,44;110.000,00;44.29;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526520488
 8555502126763 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 102, BL 10 ;65.950,47;118.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502126763
 8555502129223 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRAÇA, N. 1302, Apto 201, BL 48 ;69.303,87;124.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502129223
 8555502429740 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 102, BL 82 ;65.950,47;118.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502429740
 8555502664609 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 203, BL 46 ;67.068,27;120.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502664609
 8555504119918 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 05 ;67.068,27;120.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504119918
 8555504154985 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 203, BL 99 ;65.391,56;117.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504154985
 8555507256770 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL 86 ;69.862,78;125.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555507256770
 8555508733130 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 104, BL 41 ;65.391,56;117.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555508733130
 8555525460767 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 58 ;69.862,78;125.000,00;44.11;Apartamento, 0.00 de área total, 40.39 de área privativa, 163360.54 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525460767
 8555502031835 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 95 ;74.552,44;132.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502031835
 8555502568413 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 97 ;72.293,28;128.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502568413
 8555502603740 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 104, BL 79 ;76.811,61;136.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502603740
 8555503679391 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL 101 ;74.552,44;132.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503679391
 8555503980210 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 76 ;74.552,44;132.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503980210
 8555504420308 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRAÇA, N. 1302, Apto 202, BL 87 ;73.987,66;131.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504420308
 8555505858013 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL 84 ;76.811,61;136.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555505858013
 8555508053849 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRAÇA, N. 1302, Apto 202, BL 53 ;73.987,66;131.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555508053849
 8555508123430 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 104, BL 90 ;71.728,48;127.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555508123430
 8555513641834 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 22 ;73.987,66;131.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555513641834
 8555523621615 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 114 ;74.552,44;132.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523621615
 8555526774129 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRAÇA, N. 1302, Apto 104, BL 89 ;71.163,69;126.000,00;43.53;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526774129
 8555502803501 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 204, BL-20 ;79.915,69;140.000,00;42.92;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502803501
 8555504330490 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 104, BLOCO 10 ;80.486,52;141.000,00;42.92;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s).;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504330490
 8555521840042 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 58 ;81.057,35;142.000,00;42.92;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521840042
 8555524364136 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 203, BL 16 ;79.915,69;140.000,00;42.92;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524364136
 8555500524079 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 202, BL 12 ;62.856,87;110.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555500524079
 8555500573053 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 89 ;64.571,15;113.000,00;42.86;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555500573053
 8555502047111 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 204, BL 56 ;62.856,87;110.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502047111
 8555502698031 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 114 ;59.428,31;104.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502698031
 8555502711046 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 204, BL 99 ;64.571,15;113.000,00;42.86;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502711046
 8555502992959 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 102, BL 43 ;59.428,31;104.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502992959
 8555503035818 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 204,  BL.09 ;63.999,72;112.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503035818
 8555503075984 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 202, BL 74 ;62.856,87;110.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503075984
 8555504147474 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 103 ;61.714,02;108.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504147474
 8555506780905 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 74 ;60.571,17;106.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555506780905
 8555507244829 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL-64 ;59.428,31;104.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555507244829
 8555517874876 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 102, BL 19 ;59.999,74;105.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517874876
 8555522862023 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRAÇA, N. 1302, Apto 203, BL127 ;61.142,59;107.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555522862023
 8555524455832 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101,  BL. 90 ;61.714,02;108.000,00;42.86;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524455832
 8555500508502 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 201, BL 73 ;67.068,27;117.000,00;42.68;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555500508502
 8555502182396 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL 12 ;71.654,14;125.000,00;42.68;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502182396
 8555502792780 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 102, BL 49 ;65.921,81;115.000,00;42.68;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502792780
 8555503080040 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 204, BL 76 ;65.348,57;114.000,00;42.68;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503080040
 8555503775765 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 203, BL 83 ;67.068,27;117.000,00;42.68;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503775765
 8555504145226 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 83 ;71.654,14;125.000,00;42.68;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555504145226
 8555505848565 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 204, BL 87 ;69.934,44;122.000,00;42.68;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555505848565
 8555509770684 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 102, BL 17 ;70.507,67;123.000,00;42.68;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555509770684
 8555513453515 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL-67 ;67.641,51;118.000,00;42.68;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555513453515
 8555518138375 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 91 ;68.787,97;120.000,00;42.68;Apartamento, 0.00 de área total, 40.39 de área privativa, 163360.54 de área do terreno,  2 qto(s), WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518138375
 8555521119602 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BL 54 ;68.787,97;120.000,00;42.68;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555521119602
 8555526042020 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 102, BL 91 ;66.495,04;116.000,00;42.68;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526042020
 8787712239425 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA DAS TORRES, N. 8292, Apto 401, 4° PAVIMENTO BL 03 ;118.341,13;206.100,00;42.59;Apartamento, 0.00 de área total, 41.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712239425
 8555500521754 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 101, BL 21 ;78.201,87;135.000,00;42.08;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555500521754
 8555500523587 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 103, BLOCO 43 ;78.201,87;135.000,00;42.08;Apartamento, 165.29 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555500523587
 8555500546811 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 203, BL 50 ;73.567,68;127.000,00;42.08;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555500546811
 8555502012776 ;AM ;MANAUS ;LAGO AZUL ;AVENIDA PROFESSOR PAULO GRACA, N. 1302, Apto 203, BL 44 ;75.884,78;131.000,00;42.08;Apartamento, 0.00 de área total, 40.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555502012776
