
 Lista de Imóveis da Caixa;;Data de geração:;27/10/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444415273839 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 52, N. SN, CS 02 LT 10 QD 52 ;44.938,66;110.000,00;59.15;Casa, 0.00 de área total, 49.00 de área privativa, 84.81 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415273839
 8444420876821 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 39, N. SN, Apto 203, LT 34 VG 06 ;44.938,66;110.000,00;59.15;Apartamento, 0.00 de área total, 52.61 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420876821
 8444421533561 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 37, N. S/N, Apto 203, VG VI LT 08 RUA 08 ;60.977,67;149.000,00;59.08;Apartamento, 0.00 de área total, 51.04 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421533561
 8444418424641 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 50, N. SN, Apto 301, LT 06 RUA 17 VG 301 ;48.776,73;119.000,00;59.02;Apartamento, 0.00 de área total, 48.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418424641
 8444426938918 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO ESTR ;QUADRA 122, N. SN, Apto 207, GARAGEM 207 ;47.137,18;115.000,00;59.02;Apartamento, 0.00 de área total, 49.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426938918
 8787708731043 ;GO ;CIDADE OCIDENTAL ;RECREIO MOSSORO ;QUADRA  5, N. SN, Apto 201, LT 21, QD 05, BL 02, RUA DUQUE DE CAXI ;49.186,62;120.000,00;59.02;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708731043
 8555527533265 ;GO ;CIDADE OCIDENTAL ;CENTRO ;SQ 8, N. SN, CASA 47 LT 10 QD 2 ;49.596,51;121.000,00;59.02;Casa, 0.00 de área total, 59.68 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527533265
 8555531201239 ;GO ;CIDADE OCIDENTAL ;OCIDENTAL PARQUE ;QUADRA 4, N. SN, Apto 301, LT 8 ;48.366,85;118.000,00;59.02;Apartamento, 0.00 de área total, 44.94 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531201239
 8787701772038 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS B ;QUADRA 53, N. SN, Apto 214, QD 53 LT 09 ;49.186,62;120.000,00;59.02;Apartamento, 0.00 de área total, 48.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701772038
 8444421450801 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;RUA 7, N. SN, Apto 103, LT 7 QD 33 ;47.137,18;115.000,00;59.02;Apartamento, 0.00 de área total, 53.39 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421450801
 8444424899877 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;R Q QUADRA 12, N. SN, Apto 204, LT 30 Q 12 ;49.596,51;121.000,00;59.02;Apartamento, 0.00 de área total, 47.64 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424899877
 8444426746520 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 8, N. SN, Apto 101, RUA 03 LT 25 ;47.956,96;117.000,00;59.02;Apartamento, 0.00 de área total, 51.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426746520
 8444427379491 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 11, N. SN, Apto 3, QD 11 LT 27 ;50.826,18;124.000,00;59.02;Apartamento, 0.00 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427379491
 8787707264026 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 43, N. SN, Apto 103, LOTE 49 ;49.186,62;120.000,00;59.02;Apartamento, 0.00 de área total, 47.47 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707264026
 8555539823034 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA DUQUE DE CAXIAS, N. SN, Apto 101, QD 01 BL 09 CH 04 ;49.186,62;120.000,00;59.02;Apartamento, 0.00 de área total, 42.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539823034
 8787706971365 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 3, N. SN, Apto 207, RUA OSWALDO CRUZ CHACARA 15 QD 03 ;48.366,85;118.000,00;59.02;Apartamento, 0.00 de área total, 49.84 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706971365
 8787707221637 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 3, N. SN, Apto 203, BL 02, CJ 8, CH 15, R OSWALDO CRUZ ;50.416,29;123.000,00;59.02;Apartamento, 0.00 de área total, 47.95 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707221637
 8787708780516 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA RUI BARBOSA, N. SN, Apto 102, BL E CHACARA 10 QD 04 ;49.186,62;120.000,00;59.02;Apartamento, 0.00 de área total, 45.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708780516
 8787708793782 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA DUQUE DE CAXIAS QD05, N. SN, Apto 1308, LT21 BL13 1PAV ;50.826,18;124.000,00;59.02;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708793782
 8787709467684 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 4, N. SN, Apto 203, BLOCO J  VG 203  RUA RUI BARBOSA ;49.186,62;120.000,00;59.02;Apartamento, 0.00 de área total, 45.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709467684
 8787712859857 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 1, N. SN, Apto 202, LT 16  BL 02 ;50.826,18;124.000,00;59.02;Apartamento, 0.00 de área total, 47.04 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712859857
 8444419006681 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 23, N. SN, Apto 102, LT 1 QD 23 RUA 4 ;48.366,85;118.000,00;59.02;Apartamento, 0.00 de área total, 54.33 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419006681
 8444420421506 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 33, N. SN, Apto 1, LT 06 RUA 01 VG GARAGEM 01 ;49.074,65;119.726,82;59.02;Apartamento, 0.00 de área total, 50.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420421506
 8444420812432 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 39, N. SN, Apto 101, LT 34 VG 01 ;51.236,07;125.000,00;59.02;Apartamento, 0.00 de área total, 50.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420812432
 8444421056194 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 22, N. SN, Apto 2, LT 20 VG 002 RUA 04 ;47.137,18;115.000,00;59.02;Apartamento, 0.00 de área total, 50.77 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421056194
 8444421244624 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 25, N. SN, Apto 101, LT 03 RUA 06 ;47.137,18;115.000,00;59.02;Apartamento, 0.00 de área total, 48.12 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421244624
 8444421444755 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;R  02 Q QUADRA 39, N. SN, Apto 102, TERREO ;46.727,29;114.000,00;59.02;Apartamento, 0.00 de área total, 54.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421444755
 8787701536750 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 16, N. SN, Apto 202, LT 34 RUA 17 ;51.236,07;125.000,00;59.02;Apartamento, 0.00 de área total, 53.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701536750
 8787704438783 ;GO ;CIDADE OCIDENTAL ;PARQUE NOVA FRIBURGO B ;QUADRA 39, N. SN, Apto 102, LT 35 RUA 22 VG 102 ;51.236,07;125.000,00;59.02;Apartamento, 0.00 de área total, 50.08 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704438783
 8444421527707 ;GO ;CIDADE OCIDENTAL ;SAO MATEUS ;RUA 7A, N. SN, Apto 101, LT 01 QD 08B ;50.006,40;122.000,00;59.02;Apartamento, 0.00 de área total, 69.99 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421527707
 8444414205929 ;GO ;CIDADE OCIDENTAL ;DOM BOSCO ;RUA ANGELA BARRA, N. SN, Apto 201, PAV SUPERIOR  LT 27  QD 07  VG GARAGEM ;49.186,62;120.000,00;59.02;Apartamento, 0.00 de área total, 67.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414205929
 8444411562720 ;GO ;CIDADE OCIDENTAL ;SAO MATEUS ;QUADRA 24B, N. SN, LT 39 RUA 4 ;70.315,84;170.000,00;58.64;Casa, 0.00 de área total, 49.20 de área privativa, 225.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411562720
 8444427222878 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO ESTR ;QUADRA 47, N. SN, LT 04 CS 04 RUA DE ACESSO ;55.532,09;134.000,00;58.56;Casa, 0.00 de área total, 50.40 de área privativa, 103.12 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427222878
 8444428549587 ;GO ;CIDADE OCIDENTAL ;RECREIO MOSSORO ;QUADRA 4, N. SN, Apto 204, BL 09, LT 07, QD 04, RUA RUI BARBOSA ;53.874,41;130.000,00;58.56;Apartamento, 0.00 de área total, 51.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428549587
 8444427041016 ;GO ;CIDADE OCIDENTAL ;MANSOES SULESTE ;QUADRA C, N. SN, Apto 302, BL 07 RUA JOSE GADIOLI DOS SANTOS ;55.946,50;135.000,00;58.56;Apartamento, 0.00 de área total, 51.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427041016
 8444427387400 ;GO ;CIDADE OCIDENTAL ;MANSOES SULESTE ;RUA JOSE GADIOLI DOS SANTOS, N. SN, Apto 308, LT 07 QD C VG 308 ;53.874,41;130.000,00;58.56;Apartamento, 0.00 de área total, 51.96 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427387400
 8787711053433 ;GO ;CIDADE OCIDENTAL ;MANSOES SULESTE ;RUA JOSE GADIOLI DOS SANTOS, N. SN, Apto 212, BLOCO F  VG ROTATIVA  QUADRA C ;53.874,41;130.000,00;58.56;Apartamento, 0.00 de área total, 50.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711053433
 8444416987150 ;GO ;CIDADE OCIDENTAL ;OCIDENTAL PARQUE ;QUADRA 6, N. SN, Apto 202, LT 12 RUA 26 VG 202 ;52.216,74;126.000,00;58.56;Apartamento, 0.00 de área total, 50.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416987150
 8444416322256 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS B ;QUADRA 71, N. SN, Apto 102, LT 14 RUA 36 VG 102 ;55.946,50;135.000,00;58.56;Apartamento, 0.00 de área total, 52.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416322256
 8444427525919 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS B ;RUA 32, N. SN, Apto 201, LT 08 QD 78 ;56.775,34;137.000,00;58.56;Apartamento, 0.00 de área total, 60.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427525919
 8444428105301 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS B ;QUADRA 61, N. SN, Apto 203, RUA 29 LT 22 VG GARAGEM 203 ;53.045,58;128.000,00;58.56;Apartamento, 0.00 de área total, 51.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428105301
 8444405672927 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 45, N. SN, Apto 102, 1º PAV  LT 11 ;53.667,20;129.500,00;58.56;Apartamento, 0.00 de área total, 53.14 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405672927
 8444427247420 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;RUA 14, N. SN, CS 02 LT 31 QD 36 ;55.946,50;135.000,00;58.56;Casa, 0.00 de área total, 53.28 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427247420
 8444428174451 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 48, N. SN, Apto 104, GLEBA A, LOTE 32 RUA 16 ;56.360,92;136.000,00;58.56;Apartamento, 0.00 de área total, 50.10 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428174451
 8444428542450 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 23, N. SN, Apto 201, LT 22, QD 23, RUA 06 ;54.910,46;132.500,00;58.56;Apartamento, 0.00 de área total, 60.59 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428542450
 8444429733373 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 21, N. SN, Apto 203, LT 09, QD 21, RUA 05 ;55.117,67;133.000,00;58.56;Apartamento, 0.00 de área total, 52.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429733373
 8555535429730 ;GO ;CIDADE OCIDENTAL ;PARQUE NAPOLIS A ;QUADRA 1, N. SN, LT 05, QD 1, CS 19, RUA 15 ;52.609,59;126.947,96;58.56;Casa, 0.00 de área total, 64.34 de área privativa, 165.07 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535429730
 8444422215199 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 46A, N. SN, Apto 203, LT 05 AV JOAQUIM GILBERTO VG 203 ;54.288,83;131.000,00;58.56;Apartamento, 0.00 de área total, 55.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422215199
 8444425164862 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 45, N. SN, Apto 201, LT 12 RUA BELO HORIZONTE ;54.703,25;132.000,00;58.56;Apartamento, 0.00 de área total, 50.16 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425164862
 8444427137633 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 34, N. SN, Apto 102, RUA PORTO ALEGRE LT 28 VG GARAGEM 102 ;57.189,76;138.000,00;58.56;Apartamento, 0.00 de área total, 52.73 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427137633
 8444428249451 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 33, N. SN, Apto 201, RUA FLORIANOPOLIS LT 16 VG GARAGEM 201 ;54.288,83;131.000,00;58.56;Apartamento, 0.00 de área total, 52.34 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428249451
 8787706588952 ;GO ;CIDADE OCIDENTAL ;PARQUE ARAGUARI ;QUADRA 54, N. SN, Apto 103, LT 4 ;53.874,41;130.000,00;58.56;Apartamento, 0.00 de área total, 51.78 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706588952
 8444426652046 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 3, N. SN, Apto 1011, LT 13 BL 10 ;56.360,92;136.000,00;58.56;Apartamento, 0.00 de área total, 53.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426652046
 8787703318130 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 5  RUA DUQUE DE CAXIAS, N. SN, Apto 203, BL 12  VG GARAGEM N 203 ;51.905,92;125.250,00;58.56;Apartamento, 0.00 de área total, 50.23 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703318130
 8787708341229 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA DUQUE DE CAXIAS, N. SN, Apto 1506, BL 15 VG 1506 ;52.216,74;126.000,00;58.56;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708341229
 8787708860420 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA DUQUE DE CAXIAS, N. SN, Apto 711, BL 07 LT 21 QD 05 ;53.045,58;128.000,00;58.56;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708860420
 8787709189790 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;RUA DUQUE DE CAXIAS, N. SN, Apto 707, BLOCO 07 VG 707 ;54.230,54;130.859,34;58.56;Apartamento, 0.00 de área total, 53.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709189790
 8787709193215 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 4, N. SN, Apto 302, BL D CH 10 RUA RUI BARBOSA VG 302 ;52.216,74;126.000,00;58.56;Apartamento, 0.00 de área total, 46.79 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709193215
 8787709329591 ;GO ;CIDADE OCIDENTAL ;MANSOES RECREIO MOSSORO ;QUADRA 7, N. SN, Apto 201, BLOCO G  VG GARAGEM N G201 ;56.609,58;136.600,00;58.56;Apartamento, 0.00 de área total, 44.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709329591
